项目,主题,问题类型,优先级,
新基金业务管理系统_内部,【ETF发行】所内用户的数据列表页显示不正常,优化,低,
新基金业务管理系统_内部,【信息披露】519114和519118申请发行变更，只上传1个正文文件，提交后变成2个同样的正文文件了,优化,高,
新基金业务管理系统_内部,【上证基金通发行变更】初审修改基金公司发起的申请单，需要验证输入的变更后认购终止日需大于认购起始日------------此问题已经在#25174已经修正，没有打进此版本,优化,低,
新基金业务管理系统_内部,【LOF基金发行变更】基金公司发起流程，初审选择该流程，更改终止日日期小于认购起始日日期，点击生成通知单，提示框没有确定按钮,缺陷,普通,
新基金业务管理系统_内部,【LOF基金发行变更】基金公司发起流程，选择一个原认购终止日为申请日期前的代码，点击提交后，没有任何提示，只是提交按钮置灰,优化,普通,
新基金业务管理系统_内部,【所内用户管理】新增用户时签名图片应该是必填的,优化,低,
新基金业务管理系统_内部,【所内用户管理】所内用户管理列表把电话一列给删掉,需求变更,低,
新基金业务管理系统_内部,【上证基金通更名】所内代办，变更后基金简称为必填项，没有加非空验证,优化,普通,
新基金业务管理系统_内部,【上证基金通更名】所内代办，证券代码为空，其他正常，提交时提示错误,优化,低,
新基金业务管理系统_内部,【sfpm】与老系统对比结果不一致,缺陷,高,
新基金业务管理系统_内部,【读取sfdf文件优化】与下游部门联调，sfdf文件部分不能读取,缺陷,低,
新基金业务管理系统_内部,接口文件生成去掉生成在本地服务器，只留下上传到文件服务,优化,低,
新基金业务管理系统_内部,【ETF发行】基金公司发起，选择ETF类型和证券代码，其他栏位正常填写，点击保存，然后ETF类型不选择，点击提交成功,缺陷,普通,
新基金业务管理系统_内部,【上证基金通发售变更】基金公司发起，所内初审阶段变更后认购终止日选择空时，点生成通知单提示错误,优化,普通,
新基金业务管理系统_内部,【上证基金通发售变更】基金公司发起，所内初审阶段变更后认购终止日小于认购起始日，没有错误提示，还能生成通知单,缺陷,普通,
新基金业务管理系统_内部,【上证基金通放开申赎转托管，更名，实时申赎放开申购赎回，ETF变更标的】保存的记录提交时申请日期页面显示问题，应该显示当前交易日,优化,低,
新基金业务管理系统_内部,【基金汇总传真】签名图片美化，签收单字体修改,优化,低,
新基金业务管理系统_内部,节假日文件读取逻辑优化,优化,高,
新基金业务管理系统_内部,【电子传真】添加自定义的传真号码传入后台时不应用“，”分割,优化,普通,
新基金业务管理系统_内部,【封闭式基金上市】基金公司查看页面，基金业务部查看页面申请日期和列表中申请日期不一致，查看页面的日期显示的是当前日期。列表页面显示的是提交时的日期,优化,普通,
新基金业务管理系统_内部,【接口文件问题】定时任务执行生成文件时间过短，不能给予应急时间。,优化,普通,
新基金业务管理系统_内部,【接口文件SFPM】未加是否为交易日“系统处理时段”的判断,缺陷,低,
新基金业务管理系统_内部,【回购出入库】基金业务部提交，复审退回，初审点击查看应显示“修改“”作废”而非“审核“”作废”,优化,低,
新基金业务管理系统_内部,【电子传真】业务部新增电子传真 --上传电子传真失败,优化,普通,
新基金业务管理系统_内部,【上证基金通发售变更】基金公司发起流程，正常填写后点击提交无效,缺陷,高,
新基金业务管理系统_内部,【封闭式基金上市】复核审核界面，上市首日涨跌幅限制内容不显示,缺陷,普通,
新基金业务管理系统_内部,【ETF发行】基金公司发起流程，网上现金发行终止日等于网上现金发行起始日，提交成功,优化,普通,
新基金业务管理系统_内部,【基金连续停牌】检查修复审核意见输入过长，和停牌原因输入过长前端校验,优化,低,
新基金业务管理系统_内部,【上证基金通发售，实时申赎发行，拆分，合并】新建以及修改页面，证券代码非空验证没有添加,优化,普通,
新基金业务管理系统_内部,【实时申赎货币基金放开申购赎回】基金公司发起流程，在申请界面证券代码先选择一个代码，再选择为空，有提示,优化,普通,
新基金业务管理系统_内部,基金基本信息（jjxx）flag中md5不一致,缺陷,低,
新基金业务管理系统_内部,fms登录加开关,其他,低,
新基金业务管理系统_内部,【ETF发行】所内代办，货币ETF，代码511474，生成的通知单中申赎价格信息丢失,缺陷,普通,
新基金业务管理系统_内部,【LOF份额放开交易】基金公司提交流程到初审，初审修改放开交易为前一天，生成通知单成功,优化,高,
新基金业务管理系统_内部,【LOF基金发行】复核人输入审核意见，点击通过，在发送通知单界面点击返回，历史审核意见显示复核人提交时的审核意见,优化,低,
新基金业务管理系统_内部,【信息披露】基金公司保存信息后在进入修改页面，原先选择的登报名称 会多显示---重复,优化,高,
新基金业务管理系统_内部,【ETF更名】基金公司4月27日提交申请，初审设生效日期为4月28日，提交成功，无提示,优化,高,
新基金业务管理系统_内部,【生产上---信息披露】登报选择选择证券时报----修改页面会多一个证劵时报。,优化,低,
新基金业务管理系统_内部,【连续停牌】初审审核被退回的通知单，在首页点击处理，系统自动退出登录（没有重现）,缺陷,普通,
新基金业务管理系统_内部,【连续停牌】生成的通知单，停牌原因不会换行，造成通知单格式变更,优化,普通,
新基金业务管理系统_内部,【lof暂停恢复申赎及转托管】 基金公司发起流程时恢复日期要大于暂停日期，但是初审人员修改恢复日期等于暂停日期，生成通知单成功,缺陷,普通,
新基金业务管理系统_内部,【信息披露------生产日志--公告查询小类日志报错】,优化,低,
新基金业务管理系统_内部,【基金分红】复核通知单列表页面，点击返回，未返回审核页面,优化,高,
新基金业务管理系统_内部,【基金分红】基金公司点业务办理申请，第一次点击证券代码下拉菜单，无代码显示,优化,高,
新基金业务管理系统_内部,【开户管理】把基金公司的操作员编号都删除后，点保存后该公司也消失,优化,低,
新基金业务管理系统_内部,部分接口文件对应的flg文件生成错误,缺陷,高,
新基金业务管理系统_内部,【辅助功能】首页公告ie上修改信息无效,优化,高,
新基金业务管理系统_内部,【信息披露】更新招募说明书，提交了更新招募说明书信息后更新到发行信息。。。目的是为了在次更新招募说明书时，带出来,缺陷,高,
新基金业务管理系统_内部,【lof暂停恢复申赎及转托管】《LOF暂停（恢复）申购赎回及转托管通知》传真不发送中登上海,需求变更,普通,
新基金业务管理系统_内部,【生产 lof暂停恢复申赎及转托管】  暂停转托管起始日 设置给了暂停赎回起始日  导致该字段修改值后通知单和页面没有被修改。,缺陷,高,
新基金业务管理系统_内部,【代码申请】增加流程节点的验证,优化,高,
新基金业务管理系统_内部,【应急工具问题】工具生成基金参数文件名错误：sfpm01120170427001.txt,缺陷,低,
新基金业务管理系统_内部,【信息披露】生产问题502030 中海基金，无法审核通过，显示复核中。（数据已经走完了，也有复审的记录）增加流程节点验证,缺陷,低,
新基金业务管理系统_内部,【ezman】应急工具生成ezman文件，jjgs文件flg错误，操作日志插入错误,缺陷,低,
新基金业务管理系统_内部,【忘记密码】从统一登录界面进入忘记密码页面时退回时应也是统一登录,优化,低,
新基金业务管理系统_内部,【lof暂停恢复申赎及转托管】优化ctrl+v粘贴代码可以带出来信息，鼠标右键粘贴，带不出来信息,优化,低,
新基金业务管理系统_内部,定时任务日志查看增加分页功能,其他,低,
新基金业务管理系统_内部,【应急工具问题】工具生成LOFb文件名错误：se023lofb20170424001.txt,缺陷,低,
新基金业务管理系统_内部,【应急工具问题】工具生成基金质押文件名错误：se023jjzy20170425001.txt,缺陷,低,
新基金业务管理系统_内部,【基金传真汇总】没有显示时间和经办人,缺陷,低,
新基金业务管理系统_内部,【lof暂停恢复申赎及转托管】第一次发送通知单后，查询工作流文档页面没有该记录，原因是发送通知单后，没有设置流程的值。,缺陷,高,
新基金业务管理系统_内部,ekey 登陆完善--修改了增加ekey缓存的开关。和ekey错误提示,优化,高,
新基金业务管理系统_内部,【接口文件比对：LOF基本信息接口文件】业务联系人、业务联系人手机号码字段：501027，501032新系统文件有值，老系统文件无值。,缺陷,低,
新基金业务管理系统_内部,【接口文件比对：LOF基本信息接口文件】是否当日回转交易字段：502000代码，新系统值为“否”，老系统为空。,缺陷,低,
新基金业务管理系统_内部,【接口文件比对：LOF基本信息接口文件】文件转托管代码字段：老系统文件无值，新系统文件有值。原认购终止日字段：新系统文件均取认购终止日，老系统文件为空值。,缺陷,低,
新基金业务管理系统_内部,【接口文件比对：LOF基本信息接口文件】暂停转托管起始日和转托管恢复日：代码：501018（南方原油）新系统文件有值，老系统文件无值。,缺陷,低,
新基金业务管理系统_内部,【接口文件比对：LOF基本信息接口文件】普通LOF基金母基金是否上市交易字段：老系统有值，新系统无值。,缺陷,低,
新基金业务管理系统_内部,【接口文件比对：LOF基本信息接口文件】变更后认购终止日字段：老系统无值，新系统有值。,缺陷,低,
新基金业务管理系统_内部,【接口文件比对：LOF基本信息接口文件】文件转托管代码字段：老系统文件无值，新系统文件有值。,缺陷,低,
新基金业务管理系统_内部,增加基金质押接口文件T日前一天生成,优化,低,
新基金业务管理系统_内部,【统计与查询】链接错误，导致页面找不到,缺陷,低,
新基金业务管理系统_内部,添加安全功能,其他,低,
新基金业务管理系统_内部,【拆分合并】需求上通知单列表页的部门和需求上原型不一致的优化,优化,低,
新基金业务管理系统_内部,生产日志，公用方法isTradeDate，数组越界异常,优化,低,
新基金业务管理系统_内部,节假日文件中删除一个节假日，无法将节假日变为交易日,缺陷,高,
新基金业务管理系统_内部,【拆分合并】开盘日期由T+1变为t+2问题优化（需求变更）,需求变更,低,
新基金业务管理系统_内部,连接数据库，connection关闭问题的优化,优化,低,
新基金业务管理系统_内部,【lof】参数查询优化，动态去查询数据库,优化,低,
新基金业务管理系统_内部,【sfpm】汇总时间修改,优化,低,
新基金业务管理系统_内部,【上证LOF基金】暂停及恢复申赎及转托管，暂停申购、赎回、及转托管在选择起始日时无法选择上市当日,优化,普通,
新基金业务管理系统_内部,【业务流程查询】列表中不应该显示信息披露的信息,优化,高,
新基金业务管理系统_内部,【传真发送】为了定位生产未正确发送传真的问题，优化日志,其他,低,
新基金业务管理系统_内部,【用户ekey1：n】代码实现,其他,低,
新基金业务管理系统_内部,【并行运行版本V_BX32985上证LOF基金】上传修正通知单，预览报错,缺陷,普通,
新基金业务管理系统_内部,公告初审不通过，基金公司修改文件或者附件，导致一同提交的其他文件改变,优化,高,
新基金业务管理系统_内部,接口文件生成后未关闭数据库连接,优化,高,
新基金业务管理系统_内部,【并行运行版本V_BX32985---数据迁移】公告中有部分代码是债券的代码,优化,低,
新基金业务管理系统_内部,【并行运行版本V_BX32985 ETF上市】主办发起货币型基金代码上市，ETF类型选择单市场债券，可以生成通知单，,优化,普通,
新基金业务管理系统_内部,【并行运行版本V_BX32985 ETF发行】主办发起货币型基金代码，类型和代码不匹配，报错后，改成货币ETF后，生成通知单，在通知单界面申赎价格栏位为空,优化,普通,
新基金业务管理系统_内部,【并行运行版本V_BX32985---数据迁移】EFT中的ETF申赎记录模式没有迁移到新系统表中,其他,低,
新基金业务管理系统_内部,【并行运行版本V_BX32985上证基金通】摘牌，复核后点击完成，无效。不能完成。,缺陷,高,
新基金业务管理系统_内部,【基金模块】未将ETF上市申赎记录模式字段值录入表中,缺陷,低,
新基金业务管理系统_内部,【并行运行版本V_BX32985实时申赎货币开放申赎】初审审核点击生成通知单，返回后，该信息未出现在我的待办事项列表内,优化,普通,
新基金业务管理系统_内部,【并行运行版本V_BX32985上证LOF基金】暂停及恢复申赎及转托管通知单编号不正确显示，只显示billCode,缺陷,普通,
新基金业务管理系统_内部,添加开关控制，ca注册注销文件，交易日文件从正确的存储网关获取文件,其他,普通,
新基金业务管理系统_内部,【集合申购，封闭式基金上市，LOF放开申购赎回】基金公司作废，所内人能恢复,缺陷,低,
新基金业务管理系统_内部,基金基本信息文件接口文件中基金资产类型栏位没显示值,缺陷,普通,
新基金业务管理系统_内部,【传真发送 传真ifo文件修改,其他,低,
新基金业务管理系统_内部,【ETF上市，分级定折，封装开】初审填过审核意见，基金公司显示不出审核意见,缺陷,低,
新基金业务管理系统_内部,【日检操作发现异常】用户登陆密码错误取消打印日志（原因：因为前端给用户有提示），签名图片异常（用户签名图片找不到）增加日志中用户信息，和图片信息，后台所内用户修改页面验证异常（去掉了密码验证，因为修改页面不提供密码输入框）,缺陷,普通,
新基金业务管理系统_内部,【ETF基金更名】复审发单界面未选择部门点击发送无任何提示,优化,低,
新基金业务管理系统_内部,LOFB基本信息接口文件，基金托管人名称不显示，原认购终止日显示修改后的日期,缺陷,普通,
新基金业务管理系统_内部,【查询统计】条件查询优化,优化,低,
新基金业务管理系统_内部,【基金模块】LOF填写的基金托管人未更新至基金基本信息表中,缺陷,普通,
新基金业务管理系统_内部,【试运行版本0.8.1上证基金通】放开申赎及转托管，初审时上传修正通知单后预览，都是正常docx格式，有的正常显示，有的报错500,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1上证基金通】摘牌，更名，复核时，每多返回一次，生成的通知单复核人签名图片就多显示一个。,缺陷,普通,
新基金业务管理系统_内部,电子传真发送传真和邮件加数据格式的转化,优化,低,
新基金业务管理系统_内部,【试运行版本0.8.1上证基金通发售】业务部修改页面，从首页进入处理，成功进入初审页面，但是弹出一个奇怪的对话框‘来自网页的消息！确定’（有照片，不能复现）,优化,普通,
新基金业务管理系统_内部,【试运行 日常操作】复审上传修正通知单后业务流程通知单查询项无通知单编号,优化,低,
新基金业务管理系统_内部,【试运行版本0.8.1基金代码申请】证监会核准募集批文号和电子邮箱填写超长后，显示不全,优化,低,
新基金业务管理系统_内部,【试运行版本0.8.1不定期折算】主办发起不定期折算流程，页面不填写直接点击生成通知单，没有提示信息，保存和生成通知单按钮置灰,缺陷,高,
新基金业务管理系统_内部,【试运行版本0.8.1定期折算】主办代填发起，页面不填写直接点击生成通知单，提示提交成功,缺陷,高,
新基金业务管理系统_内部,"【试运行版本0.8.1 ETF回购出入库】主办代填，点击生出通知单-》点击返回-》点击关闭,数据列表页没有生成一条未提交的数据",优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1 ETF变更标的】ETF表更标的复审、初审录入停牌终止日页面，停牌原因过长和备注内容重叠,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1 ETF变更标的】ETF表更标的通知单修正上传，对应通知单下已发送的部门不刷新,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1 ETF更名】ETF更名通知单修正上传，对应通知单下已发送的部门不刷新,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1 ETF更名】ETF更名通知单（综合业务平台专用）下载、预览报错,缺陷,普通,
新基金业务管理系统_内部,【试运行版本0.8.1 ETF合并】ETF合并流程录入界面不需要显示“当前业务状态：初审中”,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1 ETF拆分】ETF拆分流程录入界面不需要显示“当前业务状态：初审中”,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1LOF上市】初审审核被退回重新提交的通知单，通知单列表页面按键错误,优化,高,
新基金业务管理系统_内部,【日检操作发现异常】定时任务的EZPAR汇总会自动执行两次：,缺陷,高,
新基金业务管理系统_内部,【日检操作发现异常】系统工作日历报IndexOutOfBoundsException：,缺陷,普通,
新基金业务管理系统_内部,【日检操作发现异常】定时任务报NullPointerException：,缺陷,普通,
新基金业务管理系统_内部,【日检操作发现异常】定时任务报FileNotFoundException：,缺陷,普通,
新基金业务管理系统_内部,【日检操作发现异常】定时任务报IndexOutOfBoundsException：,缺陷,普通,
新基金业务管理系统_内部,【日检操作发现异常】文件存储ufms报InvalidFormatException：,缺陷,普通,
新基金业务管理系统_内部,手动生产接口文件后，在存储网关看不到生成的文件,缺陷,普通,
新基金业务管理系统_内部,  日志输出文件中，添加主机信息,优化,高,
新基金业务管理系统_内部,24400(修改lof暂停（恢复）申购赎回及转托管通知模板  会签===》回签),优化,高,
新基金业务管理系统_内部,我发现ezman没自动发送,优化,低,
新基金业务管理系统_内部,【定时任务】添加公告披露的定时任务,其他,高,
新基金业务管理系统_内部,【消息发送】将“创新产品中心”改成“产品创新中心”,优化,高,
新基金业务管理系统_内部,docxToPdf的方法中日志错误更正为日志信息,优化,低,
新基金业务管理系统_内部,【统计与查询-------基金传真汇总】传真查看列表20170419170  无法下载,缺陷,普通,
新基金业务管理系统_内部,【辅助功能----》电子传真，客户维护及发送通知单】因没有环境，测不了,其他,普通,
新基金业务管理系统_内部,【sfpm】sfpm 汇总 2017-04-19号 两条记录其中一条无法查看，无法下载,缺陷,普通,
新基金业务管理系统_内部,【ezpar】ezpar汇总定时任务执行了6次，交易日切换执行了3次  2017-01-19,缺陷,普通,
新基金业务管理系统_内部,【首页技术支持、业务规则、业务指南】新增功能,其他,低,
新基金业务管理系统_内部,【上证基金通】发售变更初审，变更后认购终止日为空时，点击生成通知单，会提示‘该任务已被审核’，需要优化,优化,普通,
新基金业务管理系统_内部,【上证基金通】发售申请，认购价格要求正整数，但是0或000，0001之类的也可以提交，建议优化排除掉这种情况,优化,低,
新基金业务管理系统_内部,【上证基金通】发售申请信息列表中，查询条件为申请日期时，查询结果缺失。如519970,缺陷,普通,
新基金业务管理系统_内部,【ETF退市】初审提交的信息，录入退市日期环节，上传附件后，无法预览,优化,高,
新基金业务管理系统_内部,生成接口文件的日期改为交易日,优化,低,
新基金业务管理系统_内部,【ETF更名】基金公司提交申请，复核无法预览和下载通知单,缺陷,高,
新基金业务管理系统_内部,【ETF拆分】初审代填信息，复核审核后生成通知单无法显示复核签名图片,缺陷,高,
新基金业务管理系统_内部,【ETF拆分】初审代填信息，生成通知单无法显示初审签名图片,缺陷,高,
新基金业务管理系统_内部,【基金分红】基金公司提交的初审通过，复审通过到发送通知单页面点击上传通知单，上传docx格式之后提示需要上传pdf的，点击取消，点击返回到列表，再点击发送通知单报500,缺陷,低,
新基金业务管理系统_内部,【公告查询】直通车界面的类型下拉框只显示全部和定期公告，将临时公告和其他公告添加到非直通车类型下拉框中,优化,普通,
新基金业务管理系统_内部,【基金分红】基金公司提交，初审通过，复审不通过，到初审列表操作为“修改和作废”，初审点击不通过后，基金公司再提交，到初审还是显示“修改和作废”,优化,低,
新基金业务管理系统_内部,【基金分红】基金公司条件查询，按基金代码查，基金代码过长会弹出“失败【object，object】”,优化,低,
新基金业务管理系统_内部,【LOF上市】待复核数据点击之后回到首页还是待复核状态,优化,低,
新基金业务管理系统_内部,【实时申赎货币基金发行】基金公司提交流程，复核人员作废流程，再恢复，退回到初审，初审点击处理后点击返回或者关闭按钮后页面跳转到登录界面，再次点击处理，页面还是跳转到登录界面,缺陷,普通,
新基金业务管理系统_内部,【首页】客服电话变更为交易所客服，电话显示400-8888-400,需求变更,高,
新基金业务管理系统_内部,【基金代码申请】“证监会核准募集批文号”过长显示不完整。证监会批文编号{证监许可[2015]1756号}，我们的页面完全可以显示的下。不需要此优化,优化,低,
新基金业务管理系统_内部,【uums全量用户发送】,优化,低,
新基金业务管理系统_内部,【所有流程】输入邮箱信息是，可以支持@前面有半角句号的录入,需求变更,高,
新基金业务管理系统_内部,【系统邮箱配置】根据已开通的账户配置邮箱相关参数,其他,高,
新基金业务管理系统_内部,【ETF拆分】基金公司申请，或者所内代办，初审后，复核页面出现错误，内容不显示，且标题由拆分变成合并，详见截图。,缺陷,高,
新基金业务管理系统_内部,【基金分红】刚进用户点击上传中登文件时，第一次点击无效,优化,低,
新基金业务管理系统_内部,【基金分红】复审点击通过跳转到发送通知单页面没有发送过部门，点击返回回到列表页，应该是返回复审页面,缺陷,高,
新基金业务管理系统_内部,【上证LOF基金上市】初审第二次不通过不显示审核意见，录入开盘参考价复核输入审核意见通过，查看详情不显示,缺陷,普通,
新基金业务管理系统_内部,【上证基金通放开申赎及转托管】复审上传文件，已发送部门没有刷新,优化,高,
新基金业务管理系统_内部,【业务事项和通知单汇总】点击报500错误,缺陷,低,
新基金业务管理系统_内部,【上证基金通更名】初审选择复核人之后弹框优化,优化,普通,
新基金业务管理系统_内部,【上证基金通发售/更名】备注过长被审核意见遮挡,优化,普通,
新基金业务管理系统_内部,【信息披露】除了大类为定期报告的公告，其他公告都改成非直通车公告,需求变更,立刻,
新基金业务管理系统_内部,【首页】首页右侧内容变更,优化,立刻,
新基金业务管理系统_内部,【上证lof上市】申请，基金管理人账户是必填项，发现基金管理人账户空白也能提交,优化,普通,
新基金业务管理系统_内部,"【ETF发行】复审点击通过，出现‘操作失败,请联系管理员’",缺陷,高,
新基金业务管理系统_内部,【业务流程查询、公告查询】查询列表页面 日期应只可选取不可输入 ,优化,低,
新基金业务管理系统_内部,【上证LOF基金发行】生产通知单，预览通知单和下载通知单报500,缺陷,普通,
新基金业务管理系统_内部,【用户模块】修改用户信息后，没有按照更新时间倒叙排列,优化,普通,
新基金业务管理系统_内部,【基金代码申请】申请日期为今天的数据查询不出来，ISIN码代码申请也是,缺陷,普通,
新基金业务管理系统_内部,【基金代码申请】基金公司提交代码申请，上传PDF文件和JPG文件，预览为空白，打不开文件,缺陷,普通,
新基金业务管理系统_内部,【上证基金通发售】基金公司数据列表页根据申请日期查询，当天的数据查询不出,优化,高,
新基金业务管理系统_内部,【部分流程】在填报页面时，浏览器左下方有黄色警告框,优化,低,
新基金业务管理系统_内部,【ETF基金合并】主办发起ETF基金合并流程，流程通过后，主办再发起补入流程，申请人显示基金公司,缺陷,普通,
新基金业务管理系统_内部,【ETF基金发行】主办发起ETF上市流程，ETF上市日期选择非工作日，弹出报错信息后，自动弹出提交成功提示，点击确定后跳转到通知单界面,缺陷,高,
新基金业务管理系统_内部,【etf更名】复审通过跳转到发送通知单页面时，点击返回报500,缺陷,低,
新基金业务管理系统_内部,【ETF基金发行】主办发起，ETF类型和证券代码填写不匹配，系统出现提示信息后直接跳转到通知单界面,缺陷,高,
新基金业务管理系统_内部,【实时申赎货币摘牌】实时申赎货币市场基金摘牌通知无法加载公告日期信息,缺陷,普通,
新基金业务管理系统_内部,【实时申赎货币基金放开申赎】实时申赎货币市场基金放开申购赎回通知无法加载公告日期信息,缺陷,普通,
新基金业务管理系统_内部,集合申购及上市】基金公司申请的流程，到待录入参考价的复审发送通知单的时候，点击返回，点击不通过，业务状态变成了待初审,缺陷,高,
新基金业务管理系统_内部,【实时申赎货币发行】被复核作废再恢复的信息，通知单无法获取公告日期信息,优化,普通,
新基金业务管理系统_内部,sse_j0007中央数据库接口文件把没发行的代码也生成了,缺陷,高,
新基金业务管理系统_内部,【集合申购及上市】基金公司申请的流程，到基金业务部发送通知单的步骤时，基金公司列表页业务状态消失,缺陷,低,
新基金业务管理系统_内部,【lof暂停及回复申赎及转托管】修改lof暂停（恢复）申购赎回及转托管通知模板,需求变更,高,
新基金业务管理系统_内部,【lof暂停及回复申赎及转托管】修改lof暂停（恢复）申购赎回及转托管通知模板,需求变更,高,
新基金业务管理系统_内部,【lof上市】修改上证LOF上市通知模板,需求变更,高,
新基金业务管理系统_内部,【ETF基金上市】基金公司发起，初审登录选该流程，生产通知单后，点击上传修正通知单，上传下载的通知单后报错，点击通知单链接，报500,缺陷,高,
新基金业务管理系统_内部,【传真发送】 唯一传真负责人建议将传真参数“SYSDEPT”修改为小写,优化,高,
新基金业务管理系统_内部,【LOF暂停及恢复申赎及转托管】复审点击上传通知单后，预览通知单报错（偶发）,优化,高,
新基金业务管理系统_内部,【信息披露】非直通车条件查询业务状态选择复核中会把已发布的查出来，直通车申请日期选择同一天不能查询,优化,低,
新基金业务管理系统_内部,【信息披露】有时候选择了多个代码之后，点击删除会无效,优化,低,
新基金业务管理系统_内部,【业务事项和通知单汇总-------当日业务通知单汇总】excel 导出文件缺少一条数据,缺陷,高,
新基金业务管理系统_内部,统一登录页面进入忘记密码页面没有ekey值,缺陷,高,
新基金业务管理系统_内部,【基金连续停牌】基金业务部填写页面（保存，提交）交易时段限制===》加上,优化,高,
新基金业务管理系统_内部,【（创新式）封闭式基金上市】基金公司交易时段限制===》去掉,优化,高,
新基金业务管理系统_内部,【LOF暂停恢复申赎及转托管】基金公司交易时段限制===》去掉,优化,高,
新基金业务管理系统_内部,【信息披露】公司公告，发送接口数据错误,优化,高,
新基金业务管理系统_内部,【信息披露】1.去掉公告时间 2.修改待发布和已发布状态为已完成，和审核通过,需求变更,高,
新基金业务管理系统_内部,sse_j0002公告接口文件调整，修改没有生成bug,缺陷,高,
新基金业务管理系统_内部,【用户模块】session过期时间设置为2小时,优化,低,
新基金业务管理系统_内部,【LOF发行变更】基金公司申请，提交后返回，页面显示部分内容丢失。建议优化。,优化,低,
新基金业务管理系统_内部,【基金连续停牌】业务，查看通知单，发现基金连续停牌通知单：应有“17：00点前”该字段,优化,普通,
新基金业务管理系统_内部,【LOF发行】初审时，页面上，没有对基金管理人账户字符格式限制，10个数字或字母或组合,优化,低,
新基金业务管理系统_内部,【统一登录】添加忘记密码功能链接,优化,高,
新基金业务管理系统_内部,【用户模块】基金公司登陆页‘忘记密码’功能缺陷。。。,缺陷,高,
新基金业务管理系统_内部,【用户模块】修改密码，增加调用uums同步,优化,高,
新基金业务管理系统_内部,【用户模块】部分签名图片，文件无法从ufms服务器读取。,缺陷,高,
新基金业务管理系统_内部,【用户模块】ekey  用户注册注销，根据信息公司吐出来的文件，更新黑名单，写ekey到用户表,缺陷,高,
新基金业务管理系统_内部,【LOF发行变更】所内代办，基金托管人为必填项，清空后空着也能成功提交,优化,低,
新基金业务管理系统_内部,【基金模块】过滤退市代码方法中关于获取日期的下个交易日未判空,缺陷,普通,
新基金业务管理系统_内部,【lof暂停及恢复申赎及转托管】“暂停申购起始日”、“恢复申购起始日”是同一天，不会报错？（试用提）,优化,普通,
新基金业务管理系统_内部,【 日常操作】基金传真汇总，汇总发送列表，上传很大的文件时提示‘上传成功’，但实际未上传成功，点击下载会报错500,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.3】实时申赎货币基金发行，通知单中主办人图片显示firstapproveimg，复核人图片空白,缺陷,普通,
新基金业务管理系统_内部,【试运行版本0.8.1】ETF拆分，初审上传修正通知单，发现预览是上传的通知单，下载里的文件名却还是上传前的通知单名字,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1】ETF拆分，所内代办，生成的通知单主办人签名图片显示firstapproveimg，复核人图片空白(偶发),缺陷,普通,
新基金业务管理系统_内部,【试运行版本0.8.1】lof定期折算基金公司作废按钮没反应,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1】ETF退市，初审复审上传修正通知单报错，预览和下载报错500,缺陷,普通,
新基金业务管理系统_内部,【试运行版本0.8.1】ETF上市，所内代办，初审上传修正通知单报错，预览和下载报错500,缺陷,普通,
新基金业务管理系统_内部,【试运行版本0.8.1】ETF发行，所内代办，初审上传修正通知单报错，预览和下载报错500,缺陷,普通,
新基金业务管理系统_内部,【试运行版本0.8.1代码申请】代码申请初审不通过，基金公司作废在作废事项没有恢复按钮，而且显示90006301,缺陷,低,
新基金业务管理系统_内部,【试运行版本0.8.1  基金连续停牌】基金公司的数据列表界面“停牌起始日”和“申请日期”没做结束日期大于等于开始日期的校验,优化,低,
新基金业务管理系统_内部,【试运行版本0.8.1所内用户管理】集合申购初审点首页处理后，业务列表的审批按钮变成查看,缺陷,低,
新基金业务管理系统_内部,【试运行版本0.8.1所内用户管理】创建所内用户，操作失败，无法保存（偶发情况）,缺陷,普通,
新基金业务管理系统_内部,【试运行版本0.8.1所有流程】填报人电子邮件信息录入长度超过输入框，信息显示不全,优化,低,
新基金业务管理系统_内部,【试运行版本0.8.1 公告查询】非直通车列表呈现直通车内容，直通车列表无内容(老系统中所有的公告都认为是需要审核的，迁移过来后放在了非直通车),优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1 业务流程查询】业务状态选择复核中，无法查询到信息,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1 IEZPAR汇总】有一条记录内容缺失,优化,普通,
新基金业务管理系统_内部,【试运行版本0.8.1 ISIN码管理】地址项内容显示不完整,优化,普通,
新基金业务管理系统_内部,【 日常操作】业务事项和通知单汇总，点击无反应,缺陷,普通,
新基金业务管理系统_内部,【 日常操作】基金传真汇总，汇总发送列表中上传文件未添加格式限制,优化,普通,
新基金业务管理系统_内部,【 ETF更名】流程结束后，该信息仍然会出现在复核的我的待办事项列表中，点击处理，呈现查看页面,优化,普通,
