项目,主题,问题类型,优先级,
新公司业务管理系统_内部,【V7.3.1 关联公告】已发送状态的外部来单，初审依旧可以关联公告及取消关联,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 发送通知单】文件流转岗发送通知单后，发送的外部来单状态未变更成已发送，且通知单收发列表中对同一张外部来单展示了两条数据,缺陷,高,
新公司业务管理系统_内部,【V7.3.1 生成通知单】当汇总时间晚于生成通知单时间时，发送缺少提示，可以发送成功,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 生成通知单】晚间值班操作复核生成通知单后，cbms_notice_circulation中的外部来单的notice_type_name字段数据未落地,缺陷,低,
新公司业务管理系统_内部,【V7.3通知单流转】业务通知单收发列表排序顺序有误,缺陷,普通,
新公司业务管理系统_内部,【V7.3通知单流转】通知单收发列表查询有误,缺陷,高,
新公司业务管理系统_内部,【V7.3通知单流转】业务通知单来单详情列表排序顺序有误,优化,普通,
新公司业务管理系统_内部,【V7.3通知单流转】是否需转发列表未显示状态,缺陷,高,
新公司业务管理系统_内部,【V7.3通知单流转】走紧急流程的连续停牌置灰,优化,普通,
新公司业务管理系统_内部,【7.3零散需求-上市发行公司信息接口】配置路径和时间与需求不符,优化,高,
新公司业务管理系统_内部,【7.3零散需求-上市发行公司信息接口】更新公司地区信息错误,缺陷,普通,
新公司业务管理系统_内部,【7.3零散需求-上市发行公司信息接口】插入B股公司信息错误,缺陷,紧急,
新公司业务管理系统_内部,【7.3零散需求-上市发行公司信息接口】更新公司信息错误,缺陷,高,
新公司业务管理系统_内部,【7.3零散需求-公司开票信息接口推送】公司填报信息优化,优化,普通,
新公司业务管理系统_内部,【7.3零散需求-公司开票信息接口推送】接口公司电话信息取错,缺陷,普通,
新公司业务管理系统_内部,【7.3零散需求-公司开票信息接口推送】接口sql语句错误,缺陷,高,
新公司业务管理系统_内部,【V7.3.1 通知单接口】新公司系统接收通知单流转系统发送的接入、回签请求报错,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 生成通知单】晚间值班操作复核生成通知单和汇总pdf中通知单数量不一致，缺少部分外部来单,缺陷,高,
新公司业务管理系统_内部,【V7.3.1 通知单汇总】通知单汇总列表页问题汇总,缺陷,高,
新公司业务管理系统_内部,【V7.3.1 零散需求】监管措施决定书，文秘节点生成pdf时，提示转换pdf文件失败,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 冻结】晚间值班操作复核冻结业务后，初审依旧可以关联公告及取消关联,缺陷,普通,
新公司业务管理系统_内部,【7.3零散需求-人员分工一览表】人员电话信息有误,优化,普通,
新公司业务管理系统_内部,【7.3零散需求-人员分工一览表】公司行业类型分类名称可优化,优化,低,
新公司业务管理系统_内部,【pdf转换插件】日志部分报错,优化,低,
新公司业务管理系统_内部,【V7.3.1 关联公告】学徒审核公告时，可以再审核页面关联通知单,优化,低,
新公司业务管理系统_内部,【V7.3.1 关联公告】初审在“外部来单签收”为外部来单关联公告时，没有过滤“撤销中”状态的公告,优化,低,
新公司业务管理系统_内部,【V7.3.1 关联公告】上市公司在编辑审核驳回或撤销的公告时，可以将初审关联的外部来单取消关联,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 通知单接口】接收文件包接口校验问题汇总,优化,普通,
新公司业务管理系统_内部,【7.3零散需求-境外上市总股本】外部用户提交页面优化,优化,普通,
新公司业务管理系统_内部,【7.3零散需求-境外上市总股本】外部用户列表页面优化,优化,低,
新公司业务管理系统_内部,【V7.3.1 回签】当存在接收和发送的邮包流水号相同时，通知单流转系统回签新公司发送的邮包时报错,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 文件流转岗页面】“发单及签收列表”页面列表中展示的发单记录，未发送的部门不应该展示“未签收”,优化,普通,
新公司业务管理系统_内部,【V7.3.1 冻结】存在未审核通过的事前公告，操作复核可以冻结成功,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 关联公告】直管复核没有进入”外部来单签收“页面的权限,缺陷,普通,
新公司业务管理系统_内部,【V7.3通知单流转】业务通知单来源下拉框缺少字段,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 通知单接口】回签接收接口未校验必填字段,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 通知单接口】回签接收接口优化,优化,普通,
新公司业务管理系统_内部,【V7.3通知单流转】分发页面加载不成功,缺陷,普通,
新公司业务管理系统_内部,【7.3零散需求】需求问题汇总,文档,普通,
新公司业务管理系统_内部,【7.3零散需求-人员分工一览表】分管公司分类重复，混乱,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 关联公告】初审代办人员在”外部门来单签收“页面中查看不到分发给初审的通知单,优化,普通,
新公司业务管理系统_内部,【V7.3.1 关联公告】初审为外部来单关联公告时，已办结状态的公告不能关联，且未过滤审核终止状态公告,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 分发】“业务通知单分发页面”问题汇总,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 签收】通知单流转系统发送签收请求，新公司系统返回失败，落地回签数据时报错,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 打印早午间紧急停牌】操作复核打印早午间紧急停牌菜单中，缺少”发单及签收列表“tab页,缺陷,高,
新公司业务管理系统_内部,【V7.3通知单流转】通知单收发列表默认显示值为空,优化,普通,
新公司业务管理系统_内部,【7.3零散需求-社会统一信用代码】查看格式可优化,优化,低,
新公司业务管理系统_内部,【V7.3通知单流转】公司代码和公司简称不匹配分发成功,缺陷,高,
新公司业务管理系统_内部,【7.3零散需求-值班复核设置】无法修改设置值班复核,缺陷,高,
新公司业务管理系统_内部,【V7.3通知单流转】业务通知单流转接口数据文件详情页面,优化,普通,
新公司业务管理系统_内部,【7.3零散需求-定期报告预约信息】按分管公司查询有误,缺陷,高,
新公司业务管理系统_内部,【7.3零散需求-持股变动提醒】提交可优化,优化,普通,
新公司业务管理系统_内部,【7.3零散需求-人员分工一览表】分管公司显示不正确,缺陷,普通,
新公司业务管理系统_内部,【7.3零散需求-代码使用情况】代码状态显示不正确,优化,低,
新公司业务管理系统_内部,【7.3零散需求-代码使用情况】申请代码查询项无效,缺陷,普通,
新公司业务管理系统_内部,【V7.3通知单流转】业务通知单发单详情列表发单时间显示错误,缺陷,高,
新公司业务管理系统_内部,【7.3 零散需求-境外上市总股本】外部用户无法打开填报页面,缺陷,高,
新公司业务管理系统_内部,【V7.3.1 通知单接口】接收文件包接口，“显示名称”字段的接口长度和数据库长度不一致，写入数据库时报错,缺陷,高,
新公司业务管理系统_内部,【V7.3.1 关联公告】初审在公告详情页中关联了外部来单，关联成功后公告页面未刷新,优化,普通,
新公司业务管理系统_内部,【V7.3.1 关联公告】初审关联公告时，可选公告列表出现了其他公司的公告,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 分发】文件流转岗在“业务通知单分发页面”分发通知单成功后，没有跳转至下一张通知单，页面空白,缺陷,高,
新公司业务管理系统_内部,【V7.3.1 通知单接口】接收文件包接口收到“文件名”字段为空或超长的请求时，没有返回值,缺陷,普通,
新公司业务管理系统_内部,【V7.3通知单流转】页面缺少业务通知单流转系统超链接,缺陷,高,
新公司业务管理系统_内部,【V7.3通知单流转】发单方下拉框选项默认选项错误,缺陷,高,
新公司业务管理系统_内部,【V7.3通知单流转】查询区域发单方字段错误,优化,普通,
新公司业务管理系统_内部,【V7.3通知单流转】分发页面清空按钮和分发给初审并继续按钮需要优化,优化,普通,
新公司业务管理系统_内部,【V7.3通知单流转】点击流水号跳转页面无法关闭,缺陷,高,
新公司业务管理系统_内部,【V7.3.1 通知单接口】接收文件包接口收到格式不合法的请求时，返回值结构和接口说明中不一致,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 通知单接口】接收流转系统文件ftp路径配置错误,优化,低,
新公司业务管理系统_内部,【V7.3.1 零散需求】A股证券摘牌公司监管关系解除后，初审无法收到解除监管的业务提醒,缺陷,低,
新公司业务管理系统_内部,【V7.3.1 遗留问题】纪律处分函件初审提交后错发回收，从监管日志函件修改入口进入无法修改函件,缺陷,普通,
新公司业务管理系统_内部,【V7.3.1 遗留问题】纪律处分函件初审提交后错发回收，首页待办中打开页面空白或无法修改,缺陷,普通,
新公司业务管理系统_内部,【内部复核设置】——并显示网页上有错误,缺陷,普通,
新公司业务管理系统_内部,监管日志-点击清空查询条件，页面一直显示正在处理，请稍等。。。,优化,紧急,
新公司业务管理系统_内部,查询条件【纪律处分类型】选择下拉列表中的数据-点击查询网页左下角显示页面错误,缺陷,高,
新公司业务管理系统_内部,监察部联合监管函核实-列表字段错误,缺陷,普通,
新公司业务管理系统_内部,非标审计意见处理流程-需要再次点击对话框中的【终止申请】流程才能办结终止,缺陷,高,
新公司业务管理系统_内部,非标审计意见处理流程-在发送给下一个部门人员审核时，还可以选择发送给本角色人员进行再次重复的审核操作,缺陷,高,
新公司业务管理系统_内部,监管复核下无直管公司，上市公司监管档案页面出现【新建】按钮,优化,高,
新公司业务管理系统_内部,监管复核下无直管上市公司，并购重组分道制一览表页面有【新建】按钮,优化,高,
新公司业务管理系统_内部,监管复核下无直管公司，页面有【新建】功能,优化,高,
新公司业务管理系统_内部,法律小组审核【撤销退市风险警示及特别处理】申请单时，无【不通过】按钮,缺陷,紧急,
新公司业务管理系统_内部,上市公司终止公告后，列表中相关公告记录消失,缺陷,高,
新公司业务管理系统_内部,监管日志-点击页面最下方“查看监管日志”链接，面显示网页上有错误，没有弹出相关页面,缺陷,紧急,
新公司业务管理系统_内部,历史操作复核快照模块没有新增数据,缺陷,高,
新公司业务管理系统_内部,业务操作申请结果确认-列表中【操作状态】显示为【--】,缺陷,普通,
新公司业务管理系统_内部,定期报告预约变更-定期预约[Tab]，连续多次提交预约申请，页面提示性信息,优化,低,
新公司业务管理系统_内部,信息披露审核&标记-【公司检索】查询条件输入特殊字符查询，页面报错,缺陷,高,
新公司业务管理系统_内部,连续开启夜间模式页面提示信息,优化,低,
新公司业务管理系统_内部,统计与维护-上市公司综合信息-上市公司综合信息-相关页面打不开,缺陷,紧急,
新公司业务管理系统_内部,定期报告事后审核问题反馈查看-根据【报告类型】查询，列表中无记录显示,缺陷,普通,
新公司业务管理系统_内部,业务通知单补改删-查询条件【关键字】无法查询出正确结果,缺陷,普通,
新公司业务管理系统_内部,历史操作复核快照-页面报错,缺陷,紧急,
新公司业务管理系统_内部,【V7.2.3年度评价】初审办结完成后未发业务提醒,缺陷,低,
新公司业务管理系统_内部,【V7.2.3 函件接口】函件接口问题汇总,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3 纪律处分】从一览表中查看已办结状态的纪律处分意向书，函件编号（文号）未展示,优化,低,
新公司业务管理系统_内部,【V7.2.2日常评价】候选董秘审核Js报错,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2日常评价】停复牌评价页面减分事项展开状态,优化,低,
新公司业务管理系统_内部,【V7.2.2日常评价】评价历史详情样式优化,优化,低,
新公司业务管理系统_内部,【V7.2.3年度评价】监管日志评价完成后页面未刷新关闭按钮置灰,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】跨年度不让评价优化,优化,低,
新公司业务管理系统_内部,【7.2.3零散需求】非公告上网标题未入库,缺陷,普通,
新公司业务管理系统_内部,【业务通知单】转债配售数量情况表合计取消,需求变更,普通,
新公司业务管理系统_内部,【V7.2.3 一览表】一览表-导出函件，zip包中缺少函件,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3 一览表】一览表-导出挂网数据问题汇总1,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3 案件编号】案件编号列表页中，拟处分类型筛选项中，”公开认定“未改为”公开谴责并公开认定“,优化,低,
新公司业务管理系统_内部,【V7.2.3 函件流程】监管措施、纪律处分流程中，初审确认节点未增加替换pdf功能,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3 函件流程】非纪律处分发函-信息披露工作评价结果函问题汇总,缺陷,低,
新公司业务管理系统_内部,【V7.2.3年度评价】评价办结后上市公司查看评价结果为空,优化,低,
新公司业务管理系统_内部,【V7.2.3年度评价】初审最后确认页面多出上传说明资料,优化,低,
新公司业务管理系统_内部,【V7.2.3年度评价】消极条款手动添加评价结果优化,需求变更,普通,
新公司业务管理系统_内部,【V7.2.3 函件流程】上市公司在发送函件详情页中，查看手动关联的口头警示（纪律处分意向书），展示出了多余字段,优化,低,
新公司业务管理系统_内部,【V7.2.3 函件流程】修改”公开认定“处分类型缺少sql语句,优化,低,
新公司业务管理系统_内部,【V7.2.3 纪律处分】纪律处分意向书上市公司自动回函后，初审再手动关联函件，发函列表页的回函情况不展示手动关联的函件,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3 监管措施】在“函件处理”列表页，查看已办结的监管措施意向书，详情页面展示状态为”分管领导已通过“,缺陷,低,
新公司业务管理系统_内部,【V7.2.3 监管措施】新建监管措施-决定书时，处分对象子表中的拟处分类型不可选择,缺陷,高,
新公司业务管理系统_内部,【V7.2.2日常评价】备注输入框优化,优化,低,
新公司业务管理系统_内部,【V7.2.2日常评价】相关事件（超链接）点击关闭评价弹窗,缺陷,高,
新公司业务管理系统_内部,【V7.2.2日常评价】取消转换页面数据显示错误,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2日常评价】取消转换页面显示错误,缺陷,高,
新公司业务管理系统_内部,【V7.2.2日常评价】信息披露评价后自动关闭,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】上市公司评价结果不准确,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】本所其他认定其他情形有重复,优化,低,
新公司业务管理系统_内部,【V7.2.3年度评价】第三部分（全选功能）勾选后导致评分结果不准确,缺陷,普通,
新公司业务管理系统_内部,【业务通知单】内部用户公告内查看通知单，报404错误,缺陷,紧急,
新公司业务管理系统_内部,【业务通知单】上市公司现金选择权受让方全称填100个后内部人员通知单显示不全,优化,普通,
新公司业务管理系统_内部,【业务通知单】可转债/公司债券回售通知中的回售资金发放日的公告校验优化,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】未提交完成状态显示评价结果,缺陷,低,
新公司业务管理系统_内部,【V7.2.3年度评价】最高评价为B,缺陷,低,
新公司业务管理系统_内部,【V7.2.3年度评价】一级项重复合并,优化,低,
新公司业务管理系统_内部,【V7.2.3年度评价】删除按钮样式优化,优化,低,
新公司业务管理系统_内部,【V7.2.3年度评价】添加按钮优化,优化,低,
新公司业务管理系统_内部,【V7.2.2日常评价】监管日志页面评价后未刷新状态,缺陷,高,
新公司业务管理系统_内部,【V7.2.3 函件流程】为上市公司来函关联发函时，关联对话框中没有发给上市公司的监管措施和纪律处分函件,缺陷,低,
新公司业务管理系统_内部,【V7.2.3 纪律处分】纪律处分建议书，函件起稿时不能选择模版直接打开了word文档,缺陷,低,
新公司业务管理系统_内部,【V7.2.2日常评价】查询区域评价类型为空（按时间）,缺陷,高,
新公司业务管理系统_内部,【V7.2.2日常评价】列表区域未转换分值排序功能（按公司）,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2日常评价】列表区域评分排序功能（按时间）,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3 监管措施】选择历史案件编号新建监管措施函件，鼠标悬浮在历史案件编号上无法展示违规类型和处分对象,缺陷,低,
新公司业务管理系统_内部,【V7.2.3年度评价】上市点击提交Js报错,缺陷,低,
新公司业务管理系统_内部,【业务通知单】优先股股息派发通知单问题,缺陷,普通,
新公司业务管理系统_内部,【业务通知单】上市公司股权协议转让通知问题汇总,缺陷,普通,
新公司业务管理系统_内部,【业务通知单】上市公司现金选择权通知问题汇总,缺陷,高,
新公司业务管理系统_内部,【V7.2.3 零散需求】零散需求优化汇总(非交易日),优化,低,
新公司业务管理系统_内部,【V7.2.3年度评价】上市公司查看页面未显示第四部分（评价结果）,缺陷,低,
新公司业务管理系统_内部,【V7.2.3年度评价】第二部分（减分事项）本所评分,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3 零散需求】董监高声明信息选择非“内地身份证”类型的其他证件类型，证件号码填写无法提交,缺陷,低,
新公司业务管理系统_内部,【业务通知单】股份注销通知注意事项与需求不符合,缺陷,普通,
新公司业务管理系统_内部,【业务通知单】债转股股份变动通知问题汇总,缺陷,普通,
新公司业务管理系统_内部,【业务通知单】可转债到期通知通知单没有公告日期字段,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】批量通过不在当前节点可以点击,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】评价页面第二部分（减分事项）对应事由超链接,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】现有评分可以编辑,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】上市公司查看页面,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】日常评分数据错误,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】上市公司列表状态显示错误,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 监管措施】监管措施或纪律处分多选“处理方式”以及“处分类型”，超长时页面保存失败,优化,低,
新公司业务管理系统_内部,【V7.2.2 监管措施】监管措施或纪律处分函件先保存后，再修改函件类别或按键编号，再次保存或提交后函件不在监管日志中展示,优化,低,
新公司业务管理系统_内部,【V7.2.3年度评价】上市公司意见输入,缺陷,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】上市公司自评分值超出最高评分,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 案件编号】部门会议纪要新建保存后，页面出现了“案件编号”选项,优化,普通,
新公司业务管理系统_内部,【V7.2.2 一览表】一览表汇总问题3,优化,普通,
新公司业务管理系统_内部,信息披露审核-业务通知单列表内点击【内容】下链接，页面无法显示公告详情,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】评价年度右侧未注明灰色评价周期,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】评价小组查询区域默认状态有误,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】进入评价页面不显示关联数据,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】是否适用没有全选功能复选框,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】添加评价项弹窗显示字段不符,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】菜单入口优化,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】本所调整理由输入框优化,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】初审最后确认页面无法替换函件,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】页面显示审核通过以及审核不通过需优化,优化,普通,
新公司业务管理系统_内部,【V7.2.3年度评价】评价小组流程走不通,缺陷,立刻,
新公司业务管理系统_内部,【V7.2.3年度评价】部门总监不应该有发起流程按钮及功能,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】分管领导不应该有发起流程按钮及功能,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】监管复核不应该有发起流程按钮及功能,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】上市公司查看没权限（404报错）,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】复选框未显示,缺陷,高,
新公司业务管理系统_内部,【V7.2.3年度评价】评分说明JS未提交,缺陷,高,
新公司业务管理系统_内部,监管信息全记录-【关键字】查询条件输入不存在的关键字或特殊字符列表也会出现记录,缺陷,低,
新公司业务管理系统_内部,错发回收-查询条件没有清空,缺陷,低,
新公司业务管理系统_内部,上市公司综合信息-候选董秘资料审查-页面无展示信息,缺陷,高,
新公司业务管理系统_内部,上市公司综合信息-【事件来源】进行查询，无记录出现在列表中（偶发缺陷概率很高）,缺陷,高,
新公司业务管理系统_内部,上市公司综合信息-监管日志-列表中没有对应【处理方式】字段显示,缺陷,高,
新公司业务管理系统_内部,上市公司综合信息-监管日志-查询条件【事件来源】下拉选项中没有列表中【媒体跟踪】选择项,缺陷,普通,
新公司业务管理系统_内部,上市公司综合信息-关键字进行查询无记录出现在列表中（偶发缺陷概率很高）,缺陷,紧急,
新公司业务管理系统_内部,上市公司综合信息-股票异常波动-翻到103页时页数行分成两行了,优化,低,
新公司业务管理系统_内部,部门监管简报-文件列下的第二个文件跳转进去显示“找不到文件”无返回键,优化,低,
新公司业务管理系统_内部,第XXXX页只显示了前3位数字，没有展示全,优化,低,
新公司业务管理系统_内部,派出机构维护－“新建”按钮里有光标闪动,优化,低,
新公司业务管理系统_内部,内部用户-错发回收页面，页面位置路径有误,缺陷,普通,
新公司业务管理系统_内部,证券交易状态比对结果查询-列表中【交易系统状态】有查询列表中【交易系统状态】没有的选项值,缺陷,低,
新公司业务管理系统_内部,通知发送单位，选择列表中的第一条信息，点击“修改”，改动后，点击“保存”，页面报错,缺陷,高,
新公司业务管理系统_内部,查阅当日未完成事前公告，输入查询条件后点击清空，等待时间过长,优化,紧急,
新公司业务管理系统_内部,设计界面不统一,优化,低,
新公司业务管理系统_内部,内部用户-上市公司综合信息-卸任董监高[Tab]-提交日期输入特殊字符、中文、英文，显示所有数据,缺陷,低,
新公司业务管理系统_内部,内部用户-上市公司综合信息-在任董监高[Tab]-提交日期输入特殊字符、中文、英文，显示所有数据,缺陷,低,
新公司业务管理系统_内部,定期报告事后审核-查看2013年及之前底稿-进入信息详情页面关闭按钮未显示在页面的可见范围内,缺陷,高,
新公司业务管理系统_内部,【案件编号】违规事项查询项错误,缺陷,普通,
新公司业务管理系统_内部,公告类别配置页面-“提交”“保存配置”“放弃修改”“返回”按钮没有固定,优化,低,
新公司业务管理系统_内部,风险等级统计-鼠标指针移到其它菜单模块时，页面抖动，不稳定,优化,低,
新公司业务管理系统_内部,定期报告事后审核-点击“自选公司设置”，当前无自选组，点击删除，页面提示信息有误,优化,低,
新公司业务管理系统_内部,【函件优化】用简易程序自动生成的案件编号创建监管措施口头警示流程到初审处会走不到上市公司,缺陷,高,
新公司业务管理系统_内部,设定关注公司-先选择指定监管人员，在勾选【所有】，指定监管人下的选择框数据没有清空,优化,低,
新公司业务管理系统_内部,设定关注公司-指定监管人勾选后，下拉框内没有选择任何人员点击搜索按钮，页面无提示性信息,优化,低,
新公司业务管理系统_内部,代码使用情况-【申请代码】输入列表中存在的条件，点击查询，无法查询出相关数 据,缺陷,高,
新公司业务管理系统_内部,代码分配-查询条件【申请代码】输入特殊字符查询，页面报错,缺陷,高,
新公司业务管理系统_内部,短信工具-初始页面无数据显示，只有点击【查询】按钮，才会显示相关数据,缺陷,高,
新公司业务管理系统_内部,短信记录列表查询，查询到的信息列表中的“收件人”名称跟着输入的查询条件改变,缺陷,高,
新公司业务管理系统_内部,短信记录列表查询点击【清空】列表中数据被清空,缺陷,低,
新公司业务管理系统_内部,流程监控-【查询】按钮后建议添加【清空】按钮,优化,低,
新公司业务管理系统_内部,流程监控-【当前处理人】和【发起人】查询条件数据颠倒,缺陷,普通,
新公司业务管理系统_内部,定期报告事后审核问题反馈查看【报告类型】查询条件选择（年报或半年报）查询列表中无相关数据显示,缺陷,低,
新公司业务管理系统_内部,【V7.2.2 函件流程】“联合监管函-证监局”函件新建页面，缺少函件子类别选项,缺陷,低,
新公司业务管理系统_内部,辅助工具>辅助工具>【定期报告事后审核问题反馈查看】菜单显示不全,优化,低,
新公司业务管理系统_内部,新建信息披露申请单点击“添加公告”后，拟披露日期的日历选项框没有自动收起,优化,低,
新公司业务管理系统_内部,【案件编号】已办结的案件编号不在一览表中不显示,缺陷,高,
新公司业务管理系统_内部,内部用户>在办事项查询列表内【编号】、【标题】输入无编号、无标题查询条件，查询不到指定数据,缺陷,普通,
新公司业务管理系统_内部,【7.2.2权益分派-5】单独的业务通知单补单-股票上市通知，未出现警示，提交成功,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-权益分派-5】权益分派期间提交1101-1106公告类别，出现弹框警示，但无法提交,缺陷,普通,
新公司业务管理系统_内部,当公告标题为空格时，也可提交申请单,优化,普通,
新公司业务管理系统_内部,信息披露>公告提交列表查询【关键字】输入与公告标题列下对应的空格查询不到相关数据,缺陷,普通,
新公司业务管理系统_内部,43 配股价格，配股比例,缺陷,普通,
新公司业务管理系统_内部,44 上市类型下拉列表不正确,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 纪律处分】纪律处分流程问题汇总,缺陷,高,
新公司业务管理系统_内部,39 中登公司要约收购代码,缺陷,普通,
新公司业务管理系统_内部,我的首页>工作事项>已办结事项与辅助工具>工作事项>已办事项，页面文字命名不统一,优化,低,
新公司业务管理系统_内部,【V7.2.2 一览表】纪律处分决定书，初审确认后，上网把关通过函件，案件编号又会变为使用中状态,缺陷,高,
新公司业务管理系统_内部,【V7.2.2 案件编号】修改口头警示简易程序生成的案件编号，修改后一览表中查询不到,缺陷,普通,
新公司业务管理系统_内部,【函件优化】上网把关处决定书处理方式和处分对象不能修改,优化,普通,
新公司业务管理系统_内部,【案件编号】法律小组的部门纪要中也有案件编号关联,缺陷,高,
新公司业务管理系统_内部,【案件编号】简易程序自动生成的案件编号先保存后提交后会生成两个案件编号,缺陷,高,
新公司业务管理系统_内部,短信工具-当鼠标移动到【查询】和【清空】按钮上时，不进行点击，页面报错,缺陷,高,
新公司业务管理系统_内部,短信工具列表查询时页面报错,缺陷,高,
新公司业务管理系统_内部,公告提交新建页面【标题】文本框内输入字符超过限制长度页面无任何提示性信息,优化,低,
新公司业务管理系统_内部,新建信息披露申请单时，添加公告选择公告类类型，右移功能键无提示性信息,优化,低,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】48证券代码变更通知 公告日期缺失,缺陷,低,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】19.公司债券利率调整通知 打印页面优化,优化,低,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】19.公司债券利率调整通知 基本利率和利差位数设置有误,缺陷,低,
新公司业务管理系统_内部,"系统监控员-上传更新初审权限信息【公司代码】与【公司简称】不对应同一公司,提示上传成功",缺陷,高,
新公司业务管理系统_内部,信息披露新建-董秘及证代联系方式，页面布局不统一,优化,低,
新公司业务管理系统_内部,翻页下的“第X页”可以修改，没有置灰,优化,普通,
新公司业务管理系统_内部,通知发送单位菜单列表-查询条件【通知单类别】只展示【全部】选项,缺陷,普通,
新公司业务管理系统_内部,点击【提交】或【保存】按钮时，页面弹出框内【确定】按钮没有居中显示,优化,低,
新公司业务管理系统_内部,【V7.2.2 函件流程】关联回函页面缺少关键字查询条件，且时间搜索控件清空后不可选择,优化,低,
新公司业务管理系统_内部,【V7.2.2 一览表】一览表导出的“监管措施及纪律处分进程表-基于系统”问题汇总,缺陷,普通,
新公司业务管理系统_内部,【V7.2.2 案件编号】纪律小组成员在会议纪要中关联案件编号时，未过滤已删除及已废弃的案件编号,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】46.上市公司股份回购通知 公告日期缺失,缺陷,普通,
新公司业务管理系统_内部,【函件优化】非纪律处分发函重大资产重组监察函件提交后状态是未提交,缺陷,普通,
新公司业务管理系统_内部,【函件优化】监管措施意向书文秘页面通过按钮显示灰显,优化,普通,
新公司业务管理系统_内部,【函件优化】一览表导出挂网数据中导出数据与需求不一致,缺陷,高,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】12.可转债停止转股通知 选择范围有误,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】12.可转债停止转股通知 校验逻辑有误,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】11.可转债停止交易通知 公告日期缺失,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】49.证券简称更名通知 日期逻辑校验有误,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】49.证券简称更名通知 必填校验有误,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】49.证券简称更名通知 必填校验有误,缺陷,普通,
新公司业务管理系统_内部,【7.2.2-业务通知单校验修改】21.公司债券暂停上市通知 数据字典字段有误,缺陷,高,
